# cid2code.txt (Version 10/24/2017)
#
# The data in this table contains nineteen tab-delimited columns of
# information. The contents of this file supplement "The Adobe-CNS1-7
# Character Collection" (formerly Adobe Tech Note #5080):
#
# https://github.com/adobe-type-tools/Adobe-CNS1/
#
# This table contains lists CIDs 0 through 19178 in the first column,
# and provides additional columns that indicate whether a CID is used
# in a particular CMap file, and if so, provides the encoded value.
# Here are some common aspects of the data that you will find in this
# table:
#
# o All character codes are provided in hexadecimal notation.
#
# o Many of the CMap files indicated at the head of each column have
#   both "-H" (horizontal writing mode) and "-V" (vertical writing
#   mode) versions. Those with only a "-H" version are explicitly
#   shown with the "-H" appended. Those with both do not have a
#   writing mode suffix.
#
# o The character codes found in a corresponding "-V" (vertical
#   writing mode) CMap file are indicated by a "v" appended to the
#   hexadecimal code.
#
# o There may be cases of single CIDs being referenced in multiple
#   encoding points within a single CMap file. These cases are
#   comma-delimited, within the same column.
#
# The following is a synopsis of columns 2 through 19, and provides
# information about character set and encoding:
#
# o Column 2: Character codes for the "B5-H" and "B5-V" CMaps (Big
#   Five character set, Big Five encoding, half-width Latin
#   characters).
#
# o Column 3: Character codes for the "B5pc-H" and "B5pc-V" CMaps
#   (MacOS-T character set, Big Five encoding, proportional Latin
#   characters).
#
# o Column 4: Character codes for the "ETen-B5-H" and "ETen-B5-V"
#   CMaps (Big Five character set with ETen extensions, Big Five
#   encoding, half-width Latin characters).
#
# o Column 5: Character codes for the "ETenms-B5-H" and
#   "ETenms-B5-V" CMaps (Big Five character set with ETen extensions,
#   Big Five encoding, proportional Latin characters).
#
# o Column 6: Character codes for the "CNS1-H" and "CNS1-V" CMaps
#   (CNS 11643-1992 character set, Plane 1, ISO-2022-CN encoding).
#
# o Column 7: Character codes for the "CNS2-H" and "CNS2-V" CMaps
#   (CNS 11643-1992 character set, Plane 2, ISO-2022-CN encoding).
#
# o Column 8: Character codes for the "CNS-EUC-H" and "CNS-EUC-V"
#   CMaps (CNS 11643-1992 character set, Planes 1 and 2, EUC-TW
#   encoding, half-width Latin characters).
#
# o Column 9: Character codes for the "UniCNS-UCS2-H" and
#   "UniCNS-UCS2-V" CMaps (Unicode UCS-2 encoding, proportional
#   Latin characters).
#   (NOTE: These two CMap files are no longer being maintained. The
#   use of the UTF-8, UTF-16, and UTF-32 CMap files is recommended.)
#
# o Column 10: Character codes for the "UniCNS-UTF8-H" and
#   "UniCNS-UTF8-V" CMaps (Unicode 10.0 UTF-8 encoding, proportional Latin
#   characters).
#
# o Column 11: Character codes for the "UniCNS-UTF16-H" and
#   "UniCNS-UTF16-V" CMaps (Unicode 10.0 UTF-16 encoding, proportional
#   Latin characters).
#
# o Column 12: Character codes for the "UniCNS-UTF32-H" and
#   "UniCNS-UTF32-V" CMaps (Unicode 10.0 UTF-32 encoding, proportional
#   Latin characters).
#
# o Column 13: Character codes for the "ETHK-B5-H" and "ETHK-B5-V"
#   CMaps (Big Five character set with the ETen and Hong Kong SCS
#   extensions, Big Five encoding, proportional Latin characters).
#
# o Column 14: Character codes for the "HKdla-B5-H" and "HKdla-B5-V"
#   CMaps (Big Five character set with Dynalab's Hong Kong Extension
#   A with 784 Hong Kong hanzi, Big Five encoding, proportional Latin
#   characters).
#
# o Column 15: Character codes for the "HKdlb-B5-H" and "HKdlb-B5-V"
#   CMaps (Big Five character set with Dynalab's Hong Kong Extension
#   B with 665 Hong Kong hanzi, Big Five encoding, proportional Latin
#   characters).
#
# o Column 16: Character codes for the "HKgccs-B5-H" and "HKgccs-B5-V"
#   CMaps (Big Five character set with Hong Kong's GCCS extension, Big
#   Five encoding, proportional Latin characters).
#
# o Column 17: Character codes for the "HKm314-B5-H" and "HKm314-B5-V"
#   CMaps (Big Five character set with Monotype's Hong Kong extension
#   containing 314 Hong Kong hanzi, Big Five encoding, proportional
#   Latin characters).
#
# o Column 18: Character codes for the "HKm471-B5-H" and "HKm471-B5-V"
#   CMaps (Big Five character set with Monotype's Hong Kong extension
#   containing 471 Hong Kong hanzi, Big Five encoding, proportional
#   Latin characters).
#
# o Column 19: Character codes for the "HKscs-B5-H" and "HKscs-B5-V"
#   CMaps (Big Five character set with Hong Kong's SCS extension,
#   Big Five encoding, proportional Latin characters).
#
CID	B5	B5pc	ETen-B5	ETenms-B5	CNS1	CNS2	CNS-EUC	UniCNS-UCS2	UniCNS-UTF8	UniCNS-UTF16	UniCNS-UTF32	ETHK-B5	HKdla-B5	HKdlb-B5	HKgccs-B5	HKm314-B5	HKm471-B5	HKscs-B5
16996	*	*	*	*	*	*	*	714a	e7858a,ee89a5	714a,e265	0000714a,0000e265	fdf0	faf6	8e6c	fdf0	c85c	fbcc	fdf0
16997	*	*	*	*	*	*	*	*	efa988	fa48	0000fa48	*	*	*	fdf1	*	*	*
16998	*	*	*	*	*	*	*	e268	f0a48da5,ee89a8	d850df65,e268	00024365,0000e268	fdf3	*	*	fdf3	*	*	fdf3
16999	*	*	*	*	*	*	*	714f	e7858f,ee89a9	714f,e269	0000714f,0000e269	fdf4	*	*	fdf4	*	*	fdf4
17000	*	*	*	*	*	*	*	9362	e98da2,ee89aa	9362,e26a	00009362,0000e26a	fdf5	*	*	fdf5	*	*	fdf5
17001	*	*	*	*	*	*	*	e26b	f0a48b81,ee89ab	d850dec1,e26b	000242c1,0000e26b	fdf6	*	*	fdf6	*	*	fdf6
17002	*	*	*	*	*	*	*	712c	e784ac,ee89ac	712c,e26c	0000712c,0000e26c	fdf7	*	*	fdf7	*	*	fdf7
17003	*	*	*	*	*	*	*	e26d	f0a4919a,ee89ad	d851dc5a,e26d	0002445a,0000e26d	fdf8	*	*	fdf8	*	*	fdf8
17004	*	*	*	*	*	*	*	e26e	f0a4a8a7,ee89ae	d852de27,e26e	00024a27,0000e26e	fdf9	*	*	fdf9	*	*	fdf9
17005	*	*	*	*	*	*	*	e26f	f0a4a8a2,ee89af	d852de22,e26f	00024a22,0000e26f	fdfa	*	*	fdfa	*	*	fdfa
17006	*	*	*	*	*	*	*	71ba	e786ba,ee89b0	71ba,e270	000071ba,0000e270	fdfb	*	*	fdfb	*	*	fdfb
17007	*	*	*	*	*	*	*	e271	f0a8afa8,ee89b1	d862dfe8,e271	00028be8,0000e271	fdfc	*	*	fdfc	*	*	fdfc
17008	*	*	*	*	*	*	*	70bd	e782bd,ee89b2	70bd,e272	000070bd,0000e272	fdfd	*	*	fdfd	*	*	fdfd
17009	*	*	*	*	*	*	*	720e	e7888e,ee89b3	720e,e273	0000720e,0000e273	fdfe	*	*	fdfe	*	*	fdfe
17010	*	*	*	*	*	*	*	9442	e99182,ee89b4	9442,e274	00009442,0000e274	fe40	*	*	fe40	*	*	fe40
17011	*	*	*	*	*	*	*	7215	e78895,ee89b5	7215,e275	00007215,0000e275	fe41	fce9	8eb7	fe41	c860	fbd0	fe41
17012	*	*	*	*	*	*	*	5911	e5a491,ee89b6	5911,e276	00005911,0000e276	fe42	*	*	fe42	*	*	fe42
17013	*	*	*	*	*	*	*	9443	e99183,ee89b7	9443,e277	00009443,0000e277	fe43	*	*	fe43	*	*	fe43
17014	*	*	*	*	*	*	*	7224	e788a4,ee89b8	7224,e278	00007224,0000e278	fe44	*	*	fe44	*	*	fe44
17015	*	*	*	*	*	*	*	9341	e98d81,ee89b9	9341,e279	00009341,0000e279	fe45	*	*	fe45	*	*	fe45
17016	*	*	*	*	*	*	*	e27a	f0a59885,ee89ba	d855de05,e27a	00025605,0000e27a	fe46	*	*	fe46	*	*	fe46
17017	*	*	*	*	*	*	*	722e	e788ae,ee89bb	722e,e27b	0000722e,0000e27b	fe47	*	*	fe47	*	*	fe47
17018	*	*	*	*	*	*	*	7240	e78980,ee89bc	7240,e27c	00007240,0000e27c	fe48	fb41	*	fe48	c862	fbd2	fe48
17019	*	*	*	*	*	*	*	e27d	f0a4a5b4,ee89bd	d852dd74,e27d	00024974,0000e27d	fe49	*	*	fe49	*	*	fe49
17020	*	*	*	*	*	*	*	68bd	e6a2bd,ee89be	68bd,e27e	000068bd,0000e27e	fe4a	*	*	fe4a	*	*	fe4a
17021	*	*	*	*	*	*	*	7255	e78995,ee89bf	7255,e27f	00007255,0000e27f	fe4b	fceb	9040	fe4b	*	*	fe4b
17022	*	*	*	*	*	*	*	7257	e78997,ee8a80	7257,e280	00007257,0000e280	fe4c	*	*	fe4c	*	*	fe4c
17023	*	*	*	*	*	*	*	3e55	e3b995,ee8a81	3e55,e281	00003e55,0000e281	fe4d	*	*	fe4d	*	*	fe4d
17024	*	*	*	*	*	*	*	e282	f0a38184,ee8a82	d84cdc44,e282	00023044,0000e282	fe4e	*	*	fe4e	*	*	fe4e
17025	*	*	*	*	*	*	*	680d	e6a08d,ee8a83	680d,e283	0000680d,0000e283	fe4f	*	*	fe4f	*	*	fe4f
17026	*	*	*	*	*	*	*	6f3d	e6bcbd,ee8a84	6f3d,e284	00006f3d,0000e284	fe50	*	*	fe50	*	*	fe50
17027	*	*	*	*	*	*	*	7282	e78a82,ee8a85	7282,e285	00007282,0000e285	fe51	*	*	fe51	*	fbd3	fe51
17028	*	*	*	*	*	*	*	*	*	*	*	*	*	*	fe52	*	*	*
17029	*	*	*	*	*	*	*	732b	e78cab,ee8a87	732b,e287	0000732b,0000e287	fe53	*	*	fe53	*	*	fe53
17030	*	*	*	*	*	*	*	e288	f0a4a0a3,ee8a88	d852dc23,e288	00024823,0000e288	fe54	*	*	fe54	*	*	fe54
17031	*	*	*	*	*	*	*	e289	f0a8a0ab,ee8a89	d862dc2b,e289	0002882b,0000e289	fe55	*	*	fe55	*	*	fe55
17032	*	*	*	*	*	*	*	48ed	e4a3ad,ee8a8a	48ed,e28a	000048ed,0000e28a	fe56	*	*	fe56	*	*	fe56
17033	*	*	*	*	*	*	*	e28b	f0a8a084,ee8a8b	d862dc04,e28b	00028804,0000e28b	fe57	*	*	fe57	*	*	fe57
17034	*	*	*	*	*	*	*	7328	e78ca8,ee8a8c	7328,e28c	00007328,0000e28c	fe58	fcf3	91d9	fe58	c869	fbdb	fe58
17035	*	*	*	*	*	*	*	732e	e78cae,ee8a8d	732e,e28d	0000732e,0000e28d	fe59	fcf1	8ea9	fe59	c86a	fbdc	fe59
17036	*	*	*	*	*	*	*	73cf	e78f8f,ee8a8e	73cf,e28e	000073cf,0000e28e	fe5a	fa68	*	fe5a	c86b	fbde	fe5a
17037	*	*	*	*	*	*	*	73aa	e78eaa,ee8a8f	73aa,e28f	000073aa,0000e28f	fe5b	*	*	fe5b	*	*	fe5b
17038	*	*	*	*	*	*	*	e290	f0a0b0ba,ee8a90	d843dc3a,e290	00020c3a,0000e290	fe5c	*	*	fe5c	*	*	fe5c
17039	*	*	*	*	*	*	*	e291	f0a6a8ae,ee8a91	d85ade2e,e291	00026a2e,0000e291	fe5d	*	*	fe5d	*	*	fe5d
17040	*	*	*	*	*	*	*	73c9	e78f89,ee8a92	73c9,e292	000073c9,0000e292	fe5e	fcf9	8fbc	fe5e	*	fbdf	fe5e
17041	*	*	*	*	*	*	*	7449	e79189,ee8a93	7449,e293	00007449,0000e293	fe5f	*	*	fe5f	*	*	fe5f
17042	*	*	*	*	*	*	*	e294	f0a487a2,ee8a94	d850dde2,e294	000241e2,0000e294	fe60	*	*	fe60	*	*	fe60
17043	*	*	*	*	*	*	*	e295	f0a19ba7,ee8a95	d845dee7,e295	000216e7,0000e295	fe61	*	*	fe61	*	*	fe61
17044	*	*	*	*	*	*	*	e296	f0a4a8a4,ee8a96	d852de24,e296	00024a24,0000e296	fe62	*	*	fe62	*	*	fe62
17045	*	*	*	*	*	*	*	6623	e698a3,ee8a97	6623,e297	00006623,0000e297	fe63	*	*	fe63	*	*	fe63
17046	*	*	*	*	*	*	*	36c5	e39b85,ee8a98	36c5,e298	000036c5,0000e298	fe64	*	*	fe64	*	*	fe64
17047	*	*	*	*	*	*	*	e299	f0a4a6b7,ee8a99	d852ddb7,e299	000249b7,0000e299	fe65	*	*	fe65	*	*	fe65
17048	*	*	*	*	*	*	*	e29a	f0a4a68d,ee8a9a	d852dd8d,e29a	0002498d,0000e29a	fe66	*	*	fe66	*	*	fe66
17049	*	*	*	*	*	*	*	e29b	f0a4a7bb,ee8a9b	d852ddfb,e29b	000249fb,0000e29b	fe67	*	*	fe67	*	*	fe67
17050	*	*	*	*	*	*	*	73f7	e78fb7,ee8a9c	73f7,e29c	000073f7,0000e29c	fe68	*	*	fe68	*	*	fe68
17051	*	*	*	*	*	*	*	7415	e79095,ee8a9d	7415,e29d	00007415,0000e29d	fe69	*	*	fe69	*	*	fe69
17052	*	*	*	*	*	*	*	6903	e6a483,ee8a9e	6903,e29e	00006903,0000e29e	fe6a	*	*	fe6a	*	*	fe6a
17053	*	*	*	*	*	*	*	e29f	f0a4a8a6,ee8a9f	d852de26,e29f	00024a26,0000e29f	fe6b	*	*	fe6b	*	*	fe6b
17054	*	*	*	*	*	*	*	7439	e790b9,ee8aa0	7439,e2a0	00007439,0000e2a0	fe6c	*	*	fe6c	*	*	fe6c
17055	*	*	*	*	*	*	*	3ed7	e3bb97,ee8aa2	3ed7,e2a2	00003ed7,0000e2a2	fe6e	*	*	fe6e	*	*	fe6e
17056	*	*	*	*	*	*	*	*	f0afa4af	d87edd2f	0002f92f	*	*	*	fe6f	*	*	*
17057	*	*	*	*	*	*	*	e2a4	f0a2a2ad,ee8aa4	d84adcad,e2a4	000228ad,0000e2a4	fe70	*	*	fe70	*	*	fe70
17058	*	*	*	*	*	*	*	7460	e791a0,ee8aa5	7460,e2a5	00007460,0000e2a5	fe71	fcfc	8fe4	fe71	*	*	fe71
17059	*	*	*	*	*	*	*	e2a6	f0a8bab2,ee8aa6	d863deb2,e2a6	00028eb2,0000e2a6	fe72	*	*	fe72	*	*	fe72
17060	*	*	*	*	*	*	*	7447	e79187,ee8aa7	7447,e2a7	00007447,0000e2a7	fe73	*	*	fe73	*	*	fe73
17061	*	*	*	*	*	*	*	73e4	e78fa4,ee8aa8	73e4,e2a8	000073e4,0000e2a8	fe74	*	*	fe74	*	*	fe74
17062	*	*	*	*	*	*	*	7476	e791b6,ee8aa9	7476,e2a9	00007476,0000e2a9	fe75	*	*	fe75	*	*	fe75
17063	*	*	*	*	*	*	*	83b9	e88eb9,ee8aaa	83b9,e2aa	000083b9,0000e2aa	fe76	*	*	fe76	*	*	fe76
17064	*	*	*	*	*	*	*	746c	e791ac,ee8aab	746c,e2ab	0000746c,0000e2ab	fe77	*	*	fe77	*	*	fe77
17065	*	*	*	*	*	*	*	7474	e791b4,ee8aad	7474,e2ad	00007474,0000e2ad	fe79	*	*	fe79	*	*	fe79
17066	*	*	*	*	*	*	*	93f1	e98fb1,ee8aae	93f1,e2ae	000093f1,0000e2ae	fe7a	*	*	fe7a	*	*	fe7a
17067	*	*	*	*	*	*	*	6a2c	e6a8ac,ee8aaf	6a2c,e2af	00006a2c,0000e2af	fe7b	*	*	fe7b	*	*	fe7b
17068	*	*	*	*	*	*	*	7482	e79282,ee8ab0	7482,e2b0	00007482,0000e2b0	fe7c	*	*	fe7c	*	*	fe7c
17069	*	*	*	*	*	*	*	4953	e4a593,ee8ab1	4953,e2b1	00004953,0000e2b1	fe7d	*	*	fe7d	*	*	fe7d
17070	*	*	*	*	*	*	*	e2b2	f0a4aa8c,ee8ab2	d852de8c,e2b2	00024a8c,0000e2b2	fe7e	*	*	fe7e	*	*	fe7e
17071	*	*	*	*	*	*	*	e2b3	f0a4859f,ee8ab3	d850dd5f,e2b3	0002415f,0000e2b3	fea1	*	*	fea1	*	*	fea1
17072	*	*	*	*	*	*	*	e2b4	f0a4a9b9,ee8ab4	d852de79,e2b4	00024a79,0000e2b4	fea2	*	*	fea2	*	*	fea2
17073	*	*	*	*	*	*	*	e2b5	f0a8ae8f,ee8ab5	d862df8f,e2b5	00028b8f,0000e2b5	fea3	*	*	fea3	*	*	fea3
17074	*	*	*	*	*	*	*	5b46	e5ad86,ee8ab6	5b46,e2b6	00005b46,0000e2b6	fea4	*	*	fea4	*	*	fea4
17075	*	*	*	*	*	*	*	e2b7	f0a8b083,ee8ab7	d863dc03,e2b7	00028c03,0000e2b7	fea5	*	*	fea5	*	*	fea5
17076	*	*	*	*	*	*	*	e2b8	f0a1a29e,ee8ab8	d846dc9e,e2b8	0002189e,0000e2b8	fea6	*	*	fea6	*	*	fea6
17077	*	*	*	*	*	*	*	74c8	e79388,ee8ab9	74c8,e2b9	000074c8,0000e2b9	fea7	*	*	fea7	*	*	fea7
17078	*	*	*	*	*	*	*	e2ba	f0a1a688,ee8aba	d846dd88,e2ba	00021988,0000e2ba	fea8	*	*	fea8	*	*	fea8
17079	*	*	*	*	*	*	*	750e	e7948e,ee8abb	750e,e2bb	0000750e,0000e2bb	fea9	fd45	9049	fea9	*	*	fea9
17080	*	*	*	*	*	*	*	751e	e7949e,ee8abd	751e,e2bd	0000751e,0000e2bd	feab	fd47	9047	feab	*	*	feab
17081	*	*	*	*	*	*	*	e2be	f0a8bb99,ee8abe	d863ded9,e2be	00028ed9,0000e2be	feac	*	*	feac	*	*	feac
17082	*	*	*	*	*	*	*	e2bf	f0a1a98b,ee8abf	d846de4b,e2bf	00021a4b,0000e2bf	fead	*	*	fead	*	*	fead
17083	*	*	*	*	*	*	*	5bd7	e5af97,ee8b80	5bd7,e2c0	00005bd7,0000e2c0	feae	*	*	feae	*	faf7	feae
17084	*	*	*	*	*	*	*	e2c1	f0a8baac,ee8b81	d863deac,e2c1	00028eac,0000e2c1	feaf	*	*	feaf	*	*	feaf
17085	*	*	*	*	*	*	*	9385	e98e85,ee8b82	9385,e2c2	00009385,0000e2c2	feb0	fadb	*	feb0	c8de	fccd	feb0
17086	*	*	*	*	*	*	*	754d	e7958d,ee8b83	754d,e2c3	0000754d,0000e2c3	feb1	*	*	feb1	*	*	feb1
17087	*	*	*	*	*	*	*	754a	e7958a,ee8b84	754a,e2c4	0000754a,0000e2c4	feb2	fd49	8fb1	feb2	*	*	feb2
17088	*	*	*	*	*	*	*	7567	e795a7,ee8b85	7567,e2c5	00007567,0000e2c5	feb3	*	*	feb3	*	*	feb3
17089	*	*	*	*	*	*	*	756e	e795ae,ee8b86	756e,e2c6	0000756e,0000e2c6	feb4	*	*	feb4	*	*	feb4
17090	*	*	*	*	*	*	*	e2c7	f0a4be82,ee8b87	d853df82,e2c7	00024f82,0000e2c7	feb5	*	*	feb5	*	*	feb5
17091	*	*	*	*	*	*	*	3f04	e3bc84,ee8b88	3f04,e2c8	00003f04,0000e2c8	feb6	*	*	feb6	*	*	feb6
17092	*	*	*	*	*	*	*	e2c9	f0a4b493,ee8b89	d853dd13,e2c9	00024d13,0000e2c9	feb7	*	*	feb7	*	*	feb7
17093	*	*	*	*	*	*	*	758e	e7968e,ee8b8a	758e,e2ca	0000758e,0000e2ca	feb8	fd4c	925c	feb8	*	fbe2	feb8
17094	*	*	*	*	*	*	*	745d	e7919d,ee8b8b	745d,e2cb	0000745d,0000e2cb	feb9	fcfb	8ff9	feb9	*	*	feb9
17095	*	*	*	*	*	*	*	759e	e7969e,ee8b8c	759e,e2cc	0000759e,0000e2cc	feba	*	*	feba	*	*	feba
17096	*	*	*	*	*	*	*	75b4	e796b4,ee8b8d	75b4,e2cd	000075b4,0000e2cd	febb	faaa	8e4f	febb	c86d	fbe3	febb
17097	*	*	*	*	*	*	*	7602	e79882,ee8b8e	7602,e2ce	00007602,0000e2ce	febc	fd6f	8ff6	febc	*	*	febc
17098	*	*	*	*	*	*	*	762c	e798ac,ee8b8f	762c,e2cf	0000762c,0000e2cf	febd	*	*	febd	*	*	febd
17099	*	*	*	*	*	*	*	7651	e79991,ee8b90	7651,e2d0	00007651,0000e2d0	febe	*	*	febe	*	*	febe
17100	*	*	*	*	*	*	*	764f	e7998f,ee8b91	764f,e2d1	0000764f,0000e2d1	febf	*	*	febf	*	*	febf
17101	*	*	*	*	*	*	*	766f	e799af,ee8b92	766f,e2d2	0000766f,0000e2d2	fec0	fd72	8fcc	fec0	*	*	fec0
17102	*	*	*	*	*	*	*	*	ee8b93	e2d3	0000e2d3	fec1	*	*	fec1	*	*	fec1
17103	*	*	*	*	*	*	*	e2d4	f0a68fb5,ee8b94	d858dff5,e2d4	000263f5,0000e2d4	fec2	*	*	fec2	*	*	fec2
17104	*	*	*	*	*	*	*	7690	e79a90,ee8b95	7690,e2d5	00007690,0000e2d5	fec3	fd4e	8e57	fec3	*	*	fec3
17105	*	*	*	*	*	*	*	81ef	e887af,ee8b96	81ef,e2d6	000081ef,0000e2d6	fec4	*	*	fec4	*	*	fec4
17106	*	*	*	*	*	*	*	37f8	e39fb8,ee8b97	37f8,e2d7	000037f8,0000e2d7	fec5	*	*	fec5	*	*	fec5
17107	*	*	*	*	*	*	*	e2d8	f0a6a491,ee8b98	d85add11,e2d8	00026911,0000e2d8	fec6	*	*	fec6	*	*	fec6
17108	*	*	*	*	*	*	*	e2d9	f0a6a48e,ee8b99	d85add0e,e2d9	0002690e,0000e2d9	fec7	fdc7	8fe3	fec7	*	*	fec7
17109	*	*	*	*	*	*	*	76a1	e79aa1,ee8b9a	76a1,e2da	000076a1,0000e2da	fec8	fd4d	8fbb	fec8	*	*	fec8
17110	*	*	*	*	*	*	*	76a5	e79aa5,ee8b9b	76a5,e2db	000076a5,0000e2db	fec9	*	*	fec9	*	*	fec9
17111	*	*	*	*	*	*	*	76b7	e79ab7,ee8b9c	76b7,e2dc	000076b7,0000e2dc	feca	*	*	feca	*	*	feca
17112	*	*	*	*	*	*	*	76cc	e79b8c,ee8b9d	76cc,e2dd	000076cc,0000e2dd	fecb	fd4f	8fac	fecb	*	fbf1	fecb
17113	*	*	*	*	*	*	*	e2de	f0a6be9f,ee8b9e	d85bdf9f,e2de	00026f9f,0000e2de	fecc	*	*	fecc	*	*	fecc
17114	*	*	*	*	*	*	*	8462	e891a2,ee8b9f	8462,e2df	00008462,0000e2df	fecd	*	*	fecd	*	*	fecd
17115	*	*	*	*	*	*	*	e2e0	f0a5829d,ee8ba0	d854dc9d,e2e0	0002509d,0000e2e0	fece	*	*	fece	*	*	fece
17116	*	*	*	*	*	*	*	e2e1	f0a585bd,ee8ba1	d854dd7d,e2e1	0002517d,0000e2e1	fecf	*	*	fecf	*	*	fecf
17117	*	*	*	*	*	*	*	e2e2	f0a1b89c,ee8ba2	d847de1c,e2e2	00021e1c,0000e2e2	fed0	*	*	fed0	*	*	fed0
17118	*	*	*	*	*	*	*	771e	e79c9e,ee8ba3	771e,e2e3	0000771e,0000e2e3	fed1	*	*	fed1	*	*	fed1
17119	*	*	*	*	*	*	*	7726	e79ca6,ee8ba4	7726,e2e4	00007726,0000e2e4	fed2	fd53	91e0	fed2	*	*	fed2
17120	*	*	*	*	*	*	*	7740	e79d80,ee8ba5	7740,e2e5	00007740,0000e2e5	fed3	faa6	9258	fed3	c875	fbf3	fed3
17121	*	*	*	*	*	*	*	64af	e692af,ee8ba6	64af,e2e6	000064af,0000e2e6	fed4	*	*	fed4	*	*	fed4
17122	*	*	*	*	*	*	*	e2e7	f0a588a0,ee8ba7	d854de20,e2e7	00025220,0000e2e7	fed5	*	*	fed5	*	*	fed5
17123	*	*	*	*	*	*	*	7758	e79d98,ee8ba8	7758,e2e8	00007758,0000e2e8	fed6	*	*	fed6	*	*	fed6
17124	*	*	*	*	*	*	*	e2e9	f0a38aac,ee8ba9	d84cdeac,e2e9	000232ac,0000e2e9	fed7	*	*	fed7	*	*	fed7
17125	*	*	*	*	*	*	*	77af	e79eaf,ee8baa	77af,e2ea	000077af,0000e2ea	fed8	*	*	fed8	*	*	fed8
17126	*	*	*	*	*	*	*	e2eb	f0a8a5a4,ee8bab	d862dd64,e2eb	00028964,0000e2eb	fed9	*	*	fed9	*	*	fed9
17127	*	*	*	*	*	*	*	e2ec	f0a8a5a8,ee8bac	d862dd68,e2ec	00028968,0000e2ec	feda	*	*	feda	*	*	feda
17128	*	*	*	*	*	*	*	e2ed	f0a19b81,ee8bad	d845dec1,e2ed	000216c1,0000e2ed	fedb	*	*	fedb	*	*	fedb
17129	*	*	*	*	*	*	*	77f4	e79fb4,ee8bae	77f4,e2ee	000077f4,0000e2ee	fedc	*	*	fedc	*	*	fedc
17130	*	*	*	*	*	*	*	*	*	*	*	*	*	*	fedd	*	*	*
17131	*	*	*	*	*	*	*	68ca	e6a38a,ee8bb2	68ca,e2f2	000068ca,0000e2f2	fee0	fcb8	8e7b	fee0	*	*	fee0
17132	*	*	*	*	*	*	*	78af	e7a2af,ee8bb3	78af,e2f3	000078af,0000e2f3	fee1	fd5b	8e52	fee1	*	fc40	fee1
17133	*	*	*	*	*	*	*	78c7	e7a387,ee8bb4	78c7,e2f4	000078c7,0000e2f4	fee2	*	*	fee2	*	*	fee2
17134	*	*	*	*	*	*	*	78d3	e7a393,ee8bb5	78d3,e2f5	000078d3,0000e2f5	fee3	fd57	91e3	fee3	*	*	fee3
17135	*	*	*	*	*	*	*	96a5	e99aa5,ee8bb6	96a5,e2f6	000096a5,0000e2f6	fee4	*	*	fee4	*	*	fee4
17136	*	*	*	*	*	*	*	792e	e7a4ae,ee8bb7	792e,e2f7	0000792e,0000e2f7	fee5	fd5d	9041	fee5	c87a	fc41	fee5
17137	*	*	*	*	*	*	*	e2f8	f0a597a0,ee8bb8	d855dde0,e2f8	000255e0,0000e2f8	fee6	*	*	fee6	*	*	fee6
17138	*	*	*	*	*	*	*	78d7	e7a397,ee8bb9	78d7,e2f9	000078d7,0000e2f9	fee7	*	*	fee7	*	*	fee7
17139	*	*	*	*	*	*	*	7934	e7a4b4,ee8bba	7934,e2fa	00007934,0000e2fa	fee8	*	*	fee8	*	*	fee8
17140	*	*	*	*	*	*	*	78b1	e7a2b1,ee8bbb	78b1,e2fb	000078b1,0000e2fb	fee9	fd58	8ec7	fee9	*	fbfd	fee9
17141	*	*	*	*	*	*	*	e2fc	f0a7988c,ee8bbc	d85dde0c,e2fc	0002760c,0000e2fc	feea	*	*	feea	*	*	feea
17142	*	*	*	*	*	*	*	8fb8	e8beb8,ee8bbd	8fb8,e2fd	00008fb8,0000e2fd	feeb	*	*	feeb	*	*	feeb
17143	*	*	*	*	*	*	*	8884	e8a284,ee8bbe	8884,e2fe	00008884,0000e2fe	feec	*	*	feec	*	*	feec
17144	*	*	*	*	*	*	*	e301	f0a2989c,ee8c81	d849de1c,e301	0002261c,0000e301	feef	*	*	feef	*	*	feef
17145	*	*	*	*	*	*	*	7986	e7a686,ee8c82	7986,e302	00007986,0000e302	fef0	*	*	fef0	*	*	fef0
17146	*	*	*	*	*	*	*	8900	e8a480,ee8c83	8900,e303	00008900,0000e303	fef1	*	*	fef1	*	*	fef1
17147	*	*	*	*	*	*	*	6902	e6a482,ee8c84	6902,e304	00006902,0000e304	fef2	*	*	fef2	*	*	fef2
17148	*	*	*	*	*	*	*	7980	e7a680,ee8c85	7980,e305	00007980,0000e305	fef3	*	*	fef3	*	*	fef3
17149	*	*	*	*	*	*	*	e306	f0a5a197,ee8c86	d856dc57,e306	00025857,0000e306	fef4	*	*	fef4	*	*	fef4
17150	*	*	*	*	*	*	*	799d	e7a69d,ee8c87	799d,e307	0000799d,0000e307	fef5	fb54,fd60	8efa	fef5	c87c	fc44	fef5
17151	*	*	*	*	*	*	*	e308	f0a7acb9,ee8c88	d85edf39,e308	00027b39,0000e308	fef6	*	*	fef6	*	*	fef6
17152	*	*	*	*	*	*	*	793c	e7a4bc,ee8c89	793c,e309	0000793c,0000e309	fef7	*	*	fef7	*	*	fef7
17153	*	*	*	*	*	*	*	79a9	e7a6a9,ee8c8a	79a9,e30a	000079a9,0000e30a	fef8	fd61	8ef6	fef8	*	*	fef8
